DisputeStage,DisputeStatus,DisputeId,DueDate,ReasonCategory,DisputeTime,ReasonCode,ChargebackTxnAmount,MerchantUserId,TransactionChannel,CardType,TransactionTime,ChargebackAmount,ChargebackTxnCurrency,ReasonMsg,RefundPayType,WinRate,ARN,CardScheme,CardNumberMasked,CardBIN,CardFundingType,IssuerName,IssuerCountry,NetworkReasonCode,ChargebackReceivedDate,ChargebackCaseRef,RepresentmentDeadline,IsSecondPresentment,ProcessorName,AcquirerName,AcquirerMID,PaymentTransactionId,PspReferenceId,AuthorizationCode,PaymentMethod,TransactionAmount,TransactionCurrency,TransactionStatus,SettlementDate,AvsResult,CvvResult,ThreeDSStatus,ThreeDSLiabilityShift,DeviceIp,DeviceType,RefundIssued,RefundAmount,RefundDate,OrderId,OrderDate,ProductName,ProductCategory,Sku,Quantity,UnitPrice,OrderTotalAmount,OrderCurrency,OrderStatus,DeliveryStatus,ShippingCarrier,TrackingNumber,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ProofOfDelivery,DeliverySignedBy,DeliveryAddressLine1,DeliveryCity,DeliveryState,DeliveryPostalCode,DeliveryCountry,BillingShippingMatch,UserId,UserFullName,UserEmail,UserPhone,AccountCreatedDate,KycVerified,AccountStatus,TotalOrdersLifetime,TotalSpendLifetime,AvgOrderValue,LastOrderId,LastOrderDate,PreviousChargebackCount,PreviousChargebacksWon,DisputeRatePct,CustomerRiskTier,CaseOutcome,OutcomeDate
CB,NEED_RESPONSE,63jhkdsawuieyj19,2026-10-01 00:00:00,others,2026-06-10 20:46:28,3000,12.100,7665434528917652472,Ahjsgfskjaksldwuleurhjhjdhfsj,AMEX,2026-07-06T16:42:25Z,69.83,NGN,Other Fraud-Card Absent Environment,"RefundToCredit, OriginalRefund",0.0103464821096401,84958803955124056829962,American Express,342865XXXXX6460,342865,Prepaid,Bank Mandiri,SG,3000,2026-06-10,CBK-2026-200083,2026-10-01 00:00:00,No,Cybersource,Chase Paymentech,MID857273798,TXN-20260706-52211394,ADY552137638594,191014,Card - Wallet Token,12.1,NGN,Captured,2026-07-08,N - No Match,N - No Match,Y - Authenticated,Yes,66.154.89.29,Desktop Web,Yes,12.1,2026-06-14,ORD-202607-100587,2026-07-06 15:48:25,Air Fryer 5L,Home & Kitchen,HNK-1612-WHT,2,6.05,12.1,NGN,Completed,Delivered,GIG Logistics,DH3773055184,2026-07-08,2026-07-11,2026-07-10,Yes - OTP Confirmed,N/A,"34 Orchard Road, #08-12",Singapore,Central,238867,SG,Yes,7665434528917652472,Ravi Sharma,ravi.sharma@yahoo.com,+65576498805,2025-05-05,Yes,Suspended,22,5925.04,269.32,ORD-202605-624344,2026-05-26,3,3,13.64,High,Decision Pending,
CB,NEED_RESPONSE,h5yiulkkas23495,2026-10-02 00:00:00,merchandise,2026-06-11 09:41:37,WM,114.9,7665434528917652473,Ahjkoiywebkbmxiykjsdfskjdhfsj,DISCOVER,2026-07-03T04:02:35Z,15.36,IDR,Cancelled Merchandise/Services,OriginalRefund,0.0104512419301893,81040915701840943533448,Discover,601134XXXXXX6572,601134,Debit,HSBC,NG,WM,2026-06-11,CBK-2026-200084,2026-10-02 00:00:00,No,Checkout.com,Checkout Ltd,MID392760228,TXN-20260703-30041488,STR225729313085,115997,Card - Ecom,114.9,IDR,Captured,2026-07-06,A - Address Only,N - No Match,Y - Authenticated,Yes,80.72.145.147,Android App,Yes,114.9,2026-06-12,ORD-202607-100592,2026-07-03 03:02:35,Premium Software Licence (1 yr),Digital Goods,DIG-3806-BLK,3,38.3,114.9,IDR,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-07-03,2026-07-03,2026-07-03,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),NG,N/A,7665434528917652473,Emily Brown,emily.brown@yahoo.com,+234434339109,2025-11-14,Yes,Under Review,53,16673.27,314.59,ORD-202512-565198,2025-12-10,1,0,1.89,Medium,Decision Pending,
CLAIM,NEED_RESPONSE,viosdyui6890wek16,2026-10-03 00:00:00,authorization,2026-06-11 20:46:22,WH,24.46,7665434528917652474,Ahjsgfskjaksldwuleurhjhjdhfsj,VISA,2026-06-23T05:43:59Z,46.9,USD,Merchandise/Services Not Received,<UNSET>,0.0105560017507386,38179217174773329456255,Visa,427049XXXXXX1475,427049,Debit,HSBC,ID,WH,2026-06-11,CBK-2026-200085,2026-10-03 00:00:00,No,Adyen,Adyen N.V.,MID170185347,TXN-20260623-73798298,ADY625495436942,583646,Card - Ecom,24.46,USD,Captured,2026-06-25,Z - Zip Only,M - Match,A - Attempted,No,114.54.166.143,iOS App,No,0,,ORD-202606-100598,2026-06-23 04:56:59,Premium Software Licence (1 yr),Digital Goods,DIG-5949-GRY,3,8.15,24.46,USD,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-06-23,2026-06-23,2026-06-23,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652474,Sofia Ibrahim,sofia.ibrahim@gmail.com,+62594967982,2025-11-29,No,Under Review,28,3766.84,134.53,ORD-202603-533525,2026-03-17,1,1,3.57,Medium,Not Fought,2026-06-24
CLAIM,NEED_RESPONSE,kmgjdshoiwer8806,2026-10-04 00:00:00,processing,2026-06-12 20:46:25,4868,20.10,7665434528917652475,Ahjkoiywebkbmxiykjsdfskjdhfsj,MASTERCARD,2026-06-29T19:04:08Z,446.38,NGN,Not as Described or Defective Merchandise/Services,RefundToCredit,0.0106607615712879,17246191965701329022784,Mastercard,591379XXXXXX4992,591379,Debit,DBS Bank,NG,4868,2026-06-12,CBK-2026-200086,2026-10-04 00:00:00,Yes,Worldpay,Worldpay Inc.,MID310095433,TXN-20260629-37603443,CKO724057611360,932932,Card - Recurring,20.1,NGN,Settled,2026-07-02,A - Address Only,M - Match,A - Attempted,No,160.4.206.217,Android App,Yes,20.1,2026-06-17,ORD-202606-100605,2026-06-29 18:03:08,Mechanical Keyboard,Electronics,ELC-5819-BLK,1,20.1,20.1,NGN,Completed,Delivered,J&T Express,FX3875932424,2026-07-02,2026-07-09,2026-07-08,Yes - Signature,Tunde Okafor,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652475,Tunde Okafor,tunde.okafor@outlook.com,+234689360922,2025-03-30,Yes,Active,53,12014.57,226.69,ORD-202601-837520,2026-01-20,1,1,1.89,Medium,Decision Pending,
CLAIM,NEED_RESPONSE,Agysjdkfshjdwewuier234998,2026-10-05 00:00:00,fraud,2026-06-13 20:46:28,55,85.61,7665434528917652476,Ahjsgfskjaksldwuleurhjhjdhfsj,KLARNA,2026-06-21T01:41:15Z,21.65,IDR,Misrepresentation,"OriginalRefund, RefundToCredit",0.0107655213918372,20102762126796927868765,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,ID,55,2026-06-13,CBK-2026-200087,2026-10-05 00:00:00,No,Cybersource,Chase Paymentech,MID299491606,TXN-20260621-67011913,BRT731392104090,622355,BNPL,85.61,IDR,Captured,2026-06-24,A - Address Only,P - Not Processed,A - Attempted,No,150.187.17.251,iOS App,Yes,85.61,2026-06-15,ORD-202606-100615,2026-06-21 01:03:15,Ergonomic Office Chair,Furniture,FUR-8917-BLU,1,85.61,85.61,IDR,Completed,Delivered,Blue Dart,FX3039557201,2026-06-22,2026-06-28,2026-06-27,Yes - Photo,N/A,"Jl. Sudirman No. 45, Apt 12B",Jakarta Selatan,DKI Jakarta,12190,ID,Yes,7665434528917652476,Sari Kumar,sari.kumar@mail.com,+62723058861,2022-11-19,No,Active,21,4873.89,232.09,ORD-202605-248989,2026-05-11,0,0,0,Low,Decision Pending,
CB,NEED_RESPONSE,65jkhhdsfhsweriu16,2026-10-06 00:00:00,others,2026-06-10 09:41:37,Return,61.49,7665434528917652477,Ahjkoiywebkbmxiykjsdfskjdhfsj,AMEX,2026-06-28T23:42:35Z,47.23,USD,Duplicate Processing,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.0108702812123865,87956544209494079290490,American Express,379469XXXXX2281,379469,Debit,HSBC,ID,Return,2026-06-10,CBK-2026-200088,2026-10-06 00:00:00,No,Braintree,PayPal Braintree,MID236173369,TXN-20260628-77859961,ADY962650388713,391345,Card - Recurring,61.49,USD,Captured,2026-07-01,A - Address Only,N - No Match,Y - Authenticated,Yes,76.7.57.155,Android App,Yes,61.49,2026-06-15,ORD-202606-100620,2026-06-28 23:39:35,Mobile Game Coin Pack,Digital Goods,DIG-3476-RED,2,30.75,61.49,USD,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-06-28,2026-06-28,2026-06-28,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652477,Sari Miller,sari.miller@gmail.com,+62497034107,2022-07-29,Yes,Active,41,7357.86,179.46,ORD-202602-920539,2026-02-13,1,0,2.44,Medium,Lost,2026-07-08
CB,NEED_RESPONSE,63jhkdsawuieyj20,2026-10-07 00:00:00,merchandise,2026-06-10 20:46:22,Goods not received,24.101,7665434528917652478,Ahjsgfskjaksldwuleurhjhjdhfsj,DISCOVER,2026-06-18T14:30:18Z,33.78,NGN,Incorrect Amount,"RefundToCredit, OriginalRefund",0.0109750410329358,95041027674783667428604,Discover,601172XXXXXX3962,601172,Debit,Access Bank,US,Goods not received,2026-06-10,CBK-2026-200089,2026-10-07 00:00:00,No,Worldpay,Worldpay Inc.,MID669355272,TXN-20260618-15505291,ADY688057095874,768387,Card - Recurring,24.1,NGN,Settled,2026-06-21,A - Address Only,N - No Match,A - Attempted,No,80.136.50.66,Mobile Web,Yes,24.1,2026-06-14,ORD-202606-100625,2026-06-18 13:07:18,Mobile Game Coin Pack,Digital Goods,DIG-8554-WHT,1,24.1,24.1,NGN,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-06-18,2026-06-18,2026-06-18,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),US,N/A,7665434528917652478,Daniel Santoso,daniel.santoso@yahoo.com,+1888463067,2023-08-08,Yes,Under Review,49,15583.96,318.04,ORD-202604-453796,2026-04-17,2,0,4.08,High,Decision Pending,
CB,NEED_RESPONSE,h5yiulkkas23496,2026-10-08 00:00:00,authorization,2026-06-10 20:46:25,C28,162.20,7665434528917652479,Ahjkoiywebkbmxiykjsdfskjdhfsj,VISA,2026-05-01T23:50:35Z,49.09,IDR,Duplicate,OriginalRefund,0.0110798008534851,11926921244717465421406,Visa,451060XXXXXX9972,451060,Debit,Guaranty Trust Bank,ID,C28,2026-06-10,CBK-2026-200090,2026-10-08 00:00:00,No,Checkout.com,Checkout Ltd,MID377281586,TXN-20260501-45522715,STR174906698550,615607,Card - Ecom,162.2,IDR,Settled,2026-05-02,N - No Match,M - Match,A - Attempted,No,47.220.111.158,iOS App,Yes,162.2,2026-06-12,ORD-202605-100636,2026-05-01 22:32:35,Wireless Noise-Cancelling Headphones,Electronics,ELC-8234-BLU,3,54.07,162.2,IDR,Completed,Delivered,Aramex,UP1829270292,2026-05-02,2026-05-08,2026-05-08,Yes - Signature,Daniel Sharma,"Jl. Sudirman No. 45, Apt 12B",Jakarta Selatan,DKI Jakarta,12190,ID,Yes,7665434528917652479,Daniel Sharma,daniel.sharma@mail.com,+62137431602,2025-09-13,Yes,Active,34,1587.46,46.69,ORD-202605-699098,2026-05-09,1,0,2.94,Medium,Lost,2026-06-29
CB,NEED_RESPONSE,viosdyui6890wek17,2026-10-09 00:00:00,processing,2026-06-10 20:46:28,C05,325.96,7665434528917652480,Ahjsgfskjaksldwuleurhjhjdhfsj,MASTERCARD,2026-06-04T22:32:58Z,10.22,USD,Other Fraud - Card- Absent Environment,<UNSET>,0.0111845606740344,61830671985546015851743,Mastercard,568442XXXXXX1307,568442,Credit,Barclays,GB,C05,2026-06-10,CBK-2026-200091,2026-10-09 00:00:00,No,Braintree,PayPal Braintree,MID512492602,TXN-20260604-98682228,STR865787817029,509054,Card - Ecom,325.96,USD,Captured,2026-06-06,Y - Full Match,P - Not Processed,A - Attempted,No,199.97.71.10,Android App,No,0,,ORD-202606-100641,2026-06-04 21:28:58,Premium Software Licence (1 yr),Digital Goods,DIG-1415-GRY,1,325.96,325.96,USD,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-06-04,2026-06-04,2026-06-04,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),GB,N/A,7665434528917652480,Arjun Patel,arjun.patel@mail.com,+44356071459,2024-11-06,No,Suspended,10,2285.2,228.52,ORD-202602-166052,2026-02-18,3,0,30,High,Won,2026-07-11
CB,NEED_RESPONSE,kmgjdshoiwer8807,2026-10-10 00:00:00,fraud,2026-06-11 09:41:37,21,367,7665434528917652481,Ahjkoiywebkbmxiykjsdfskjdhfsj,KLARNA,2026-06-04T23:40:58Z,365.94,NGN,Not as described,RefundToCredit,0.0112893204945837,29310270790320204179291,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,NG,21,2026-06-11,CBK-2026-200092,2026-10-10 00:00:00,No,Braintree,PayPal Braintree,MID222599500,TXN-20260604-76725470,BRT777742296899,331287,BNPL,367,NGN,Captured,2026-06-05,N - No Match,N - No Match,Y - Authenticated,Yes,218.205.166.31,Android App,Yes,367,2026-06-16,ORD-202606-100650,2026-06-04 22:40:58,Premium Software Licence (1 yr),Digital Goods,DIG-6268-WHT,2,183.5,367,NGN,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-06-04,2026-06-04,2026-06-04,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),NG,N/A,7665434528917652481,Arjun Patel,arjun.patel@outlook.com,+234920583443,2026-01-11,Yes,Under Review,22,5615.94,255.27,ORD-202601-281873,2026-01-24,0,0,0,Low,Not Fought,2026-06-29
CB,NEED_RESPONSE,Agysjdkfshjdwewuier234999,2026-10-11 00:00:00,others,2026-06-11 20:46:22,193,29.88,7665434528917652482,Ahjsgfskjaksldwuleurhjhjdhfsj,AMEX,2026-06-04T22:35:19Z,137.53,IDR,Item not received,"OriginalRefund, RefundToCredit",0.011394080315133,72324876329092791456083,American Express,342978XXXXX5487,342978,Credit,Bank Mandiri,ID,193,2026-06-11,CBK-2026-200093,2026-10-11 00:00:00,No,Cybersource,Chase Paymentech,MID764561301,TXN-20260604-58573570,BRT342698039524,586765,Card - Ecom,29.88,IDR,Captured,2026-06-05,Z - Zip Only,M - Match,Y - Authenticated,Yes,214.76.242.128,Android App,Yes,29.88,2026-06-16,ORD-202606-100655,2026-06-04 21:57:19,Standing Desk Converter,Furniture,FUR-3617-BLK,2,14.94,29.88,IDR,Completed,Delivered,UPS,DH9072936225,2026-06-05,2026-06-07,2026-06-07,Yes - Signature,Ananya Wijaya,Jl. Asia Afrika No. 8,Bandung,West Java,40111,ID,Yes,7665434528917652482,Ananya Wijaya,ananya.wijaya@mail.com,+62792414048,2024-12-23,Yes,Active,60,11550.6,192.51,ORD-202512-319770,2025-12-15,0,0,0,Low,Decision Pending,
CB,NEED_RESPONSE,65jkhhdsfhsweriu17,2026-10-12 00:00:00,merchandise,2026-06-12 20:46:25,P23,36.5,7665434528917652483,Ahjkoiywebkbmxiykjsdfskjdhfsj,DISCOVER,2026-03-22T01:55:13Z,60.22,USD,Unauthorized - ATO,"OriginalRefund, RefundToCredit, RefundToAnotherPlatformAccount",0.0114988401356823,63631797062397265273543,Discover,601142XXXXXX6477,601142,Debit,Chase Bank,ID,P23,2026-06-12,CBK-2026-200094,2026-10-12 00:00:00,No,PayU,PayU Payments Pvt Ltd,MID843255395,TXN-20260322-86325036,ADY247234073746,216506,Card - Wallet Token,36.5,USD,Settled,2026-03-24,Z - Zip Only,N - No Match,Y - Authenticated,Yes,67.151.80.203,Android App,Yes,36.5,2026-06-15,ORD-202603-100659,2026-03-22 01:24:13,Adjustable Dumbbell Set,Sports,SPT-4763-BLK,2,18.25,36.5,USD,Completed,Delivered,Blue Dart,BD6695007725,2026-03-23,2026-03-30,2026-03-29,Yes - Signature,Sofia Patel,"Jl. Sudirman No. 45, Apt 12B",Jakarta Selatan,DKI Jakarta,12190,ID,No,7665434528917652483,Sofia Patel,sofia.patel@yahoo.com,+62660244963,2025-04-03,No,Active,51,1216.86,23.86,ORD-202604-720317,2026-04-12,1,0,1.96,Medium,Won,2026-06-24
CB,NEED_RESPONSE,63jhkdsawuieyj21,2026-10-13 00:00:00,authorization,2026-06-13 20:46:28,4555,46.46,7665434528917652484,Ahjsgfskjaksldwuleurhjhjdhfsj,VISA,2026-06-30T21:10:04Z,12.08,NGN,Recurring payment cancelled,"RefundToCredit, OriginalRefund",0.0116035999562316,77318063254310742799077,Visa,470655XXXXXX5573,470655,Credit,Access Bank,US,4555,2026-06-13,CBK-2026-200095,2026-10-13 00:00:00,No,Nuvei,Nuvei Corporation,MID948104335,TXN-20260630-59716992,WLP798807938281,101429,Card - Ecom,46.46,NGN,Settled,2026-07-03,A - Address Only,M - Match,A - Attempted,No,86.218.138.179,Android App,Yes,46.46,2026-06-17,ORD-202606-100671,2026-06-30 20:07:04,Wireless Noise-Cancelling Headphones,Electronics,ELC-2326-GRY,3,15.49,46.46,NGN,Completed,Delivered,DHL Express,BD5209858423,2026-07-01,2026-07-06,2026-07-06,Yes - Photo,N/A,2200 Post Oak Blvd,Houston,TX,77056,US,Yes,7665434528917652484,Sari Williams,sari.williams@outlook.com,+1890017125,2023-12-24,Yes,Under Review,38,3147.54,82.83,ORD-202605-807424,2026-05-18,3,1,7.89,High,Decision Pending,
CB,NEED_RESPONSE,h5yiulkkas23497,2026-10-14 00:00:00,processing,2026-06-10 09:41:37,4541,102.85,7665434528917652485,Ahjkoiywebkbmxiykjsdfskjdhfsj,MASTERCARD,2026-06-01T01:58:37Z,31.64,IDR,Processing error,OriginalRefund,0.0117083597767809,78817884795137116241124,Mastercard,516758XXXXXX2818,516758,Credit,Chase Bank,NG,4541,2026-06-10,CBK-2026-200096,2026-10-14 00:00:00,Yes,Cybersource,Chase Paymentech,MID261596070,TXN-20260601-37414797,BRT791284026184,123792,Card - Recurring,102.85,IDR,Settled,2026-06-04,Z - Zip Only,P - Not Processed,Y - Authenticated,Yes,99.215.227.189,iOS App,Yes,102.85,2026-06-11,ORD-202606-100675,2026-06-01 01:09:37,Vitamin C Serum,Beauty,BTY-5776-WHT,1,102.85,102.85,IDR,Completed,Delivered,UPS,UP6263212814,2026-06-03,2026-06-07,2026-06-06,Yes - Photo,N/A,18 Admiralty Way,"Lekki, Lagos",Lagos,106104,NG,Yes,7665434528917652485,Meera Patel,meera.patel@outlook.com,+234123661636,2024-04-12,Yes,Under Review,12,2552.28,212.69,ORD-202602-775987,2026-02-14,1,0,8.33,Medium,Decision Pending,
CB,NEED_RESPONSE,viosdyui6890wek18,2026-10-15 00:00:00,fraud,2026-06-10 20:46:22,4553,73,7665434528917652486,Ahjsgfskjaksldwuleurhjhjdhfsj,KLARNA,2026-06-26T00:20:32Z,20.36,USD,Merchandise,<UNSET>,0.0118131195973302,92842222310592745238055,Klarna (BNPL),N/A,N/A,N/A,Klarna Bank AB,US,4553,2026-06-10,CBK-2026-200097,2026-10-15 00:00:00,No,Cybersource,Chase Paymentech,MID500414366,TXN-20260626-70187134,BRT280283252325,659565,BNPL,73,USD,Captured,2026-06-27,Y - Full Match,P - Not Processed,A - Attempted,No,138.74.234.238,Desktop Web,No,0,,ORD-202606-100683,2026-06-25 23:42:32,Electric Toothbrush,Beauty,BTY-3556-BLK,2,36.5,73,USD,Completed,Delivered,UPS,UP6268988303,2026-06-28,2026-07-02,2026-07-02,Yes - Signature,Rahul Miller,"55 Water Street, Floor 9",New York,NY,10041,US,Yes,7665434528917652486,Rahul Miller,rahul.miller@mail.com,+1794972902,2023-11-02,Yes,Suspended,20,3760.2,188.01,ORD-202604-403905,2026-04-28,3,2,15,High,Won,2026-06-18
CB,NEED_RESPONSE,kmgjdshoiwer8808,2026-10-16 00:00:00,others,2026-06-10 20:46:25,24,77.28,7665434528917652487,Ahjkoiywebkbmxiykjsdfskjdhfsj,AMEX,2026-06-29T19:01:48Z,7.54,NGN,Unauthorized,RefundToCredit,0.0119178794178795,39834301871863759980562,American Express,376549XXXXX2840,376549,Prepaid,Access Bank,ID,24,2026-06-10,CBK-2026-200098,2026-10-16 00:00:00,No,Checkout.com,Checkout Ltd,MID514585268,TXN-20260629-60040550,ADY479179686078,468422,Card - Recurring,77.28,NGN,Settled,2026-07-02,Y - Full Match,M - Match,Y - Authenticated,Yes,197.227.212.206,Mobile Web,Yes,77.28,2026-06-13,ORD-202606-100691,2026-06-29 18:52:48,Premium Software Licence (1 yr),Digital Goods,DIG-5728-WHT,1,77.28,77.28,NGN,Completed,Digital Delivery - Completed,N/A (Digital),N/A,2026-06-29,2026-06-29,2026-06-29,Email receipt + IP log,N/A,N/A (Digital),N/A (Digital),N/A (Digital),N/A (Digital),ID,N/A,7665434528917652487,Olivia Adeyemi,olivia.adeyemi@outlook.com,+62965084562,2026-04-10,No,Suspended,26,5286.84,203.34,ORD-202512-246347,2025-12-27,0,0,0,Low,Decision Pending,
CB,NEED_RESPONSE,Agysjdkfshjdwewuier235000,2026-10-17 00:00:00,merchandise,2026-06-10 20:46:28,C14,19.102,7665434528917652488,Ahjsgfskjaksldwuleurhjhjdhfsj,DISCOVER,2026-06-24T08:19:11Z,46.03,IDR,Duplicate payment,"OriginalRefund, RefundToCredit",0.0120226392384288,78730024471462730147195,Discover,601128XXXXXX4404,601128,Prepaid,HSBC,NG,C14,2026-06-10,CBK-2026-200099,2026-10-17 00:00:00,Yes,Stripe,Wells Fargo Bank N.A.,MID376930400,TXN-20260624-94288202,WLP864393620857,958029,Card - Ecom,19.1,IDR,Captured,2026-06-27,Y - Full Match,N - No Match,Y - Authenticated,Yes,52.29.74.82,Mobile Web,Yes,19.1,2026-06-11,ORD-202606-100698,2026-06-24 07:39:11,Stainless Steel Cookware Set,Home & Kitchen,HNK-3219-BLU,2,9.55,19.1,IDR,Completed,Delivered,UPS,BD1588097152,2026-06-25,2026-06-30,2026-06-29,Yes - OTP Confirmed,N/A,"12 Awolowo Road, Ikoyi",Lagos,Lagos,101233,NG,Yes,7665434528917652488,Rahul Okafor,rahul.okafor@mail.com,+234156788412,2025-11-25,Yes,Active,1,139.89,139.89,ORD-202603-539892,2026-03-24,3,3,300,High,Won,2026-07-06
